volume_tests,company_id,company_type,time,date,month,year,day,is_weekend,season,avg_pesq_score,quality_too_poor,number_busy,temporarily_unable_test,outage_hrs,number_test_types,numbers_tested,followup_tests,min_commit
1804,17,Enterprise,2018-02-16,16,2,2018,Fri,0,Spring,3.918515,1,9,5,0,1,39,0,nan
1778,17,Enterprise,2018-02-17,17,2,2018,Sat,1,Spring,3.954679,0,0,0,0,1,39,0,nan
1778,17,Enterprise,2018-02-18,18,2,2018,Sun,1,Spring,3.969454,0,0,0,0,1,39,0,nan
1794,17,Enterprise,2018-02-19,19,2,2018,Mon,0,Spring,3.920936,1,16,0,2.87,1,39,0,nan
1788,17,Enterprise,2018-02-20,20,2,2018,Tues,0,Spring,3.917314,1,45,0,0,1,39,0,nan
1806,17,Enterprise,2018-02-21,21,2,2018,Wed,0,Spring,3.937757,2,75,0,0,1,39,0,nan
1787,17,Enterprise,2018-02-22,22,2,2018,Thurs,0,Spring,3.916714,1,6,0,0,1,39,0,nan
1779,17,Enterprise,2018-02-23,23,2,2018,Fri,0,Spring,3.9297,1,2,0,0,1,39,0,nan
1782,17,Enterprise,2018-02-24,24,2,2018,Sat,1,Spring,3.97402,1,1,0,9.88,1,39,0,nan
1778,17,Enterprise,2018-02-25,25,2,2018,Sun,1,Spring,3.980028,0,2,0,24.38,1,39,0,nan
1788,17,Enterprise,2018-02-26,26,2,2018,Mon,0,Spring,3.908675,0,1,0,24,1,39,0,nan
1826,17,Enterprise,2018-02-27,27,2,2018,Tues,0,Spring,3.918941,0,4,26,24,1,39,0,nan
1812,17,Enterprise,2018-02-28,28,2,2018,Wed,0,Spring,3.903028,0,7,12,24,1,39,0,nan
1836,17,Enterprise,2018-03-01,1,3,2018,Thurs,0,Spring,3.894989,0,12,0,24,1,39,0,nan
1786,17,Enterprise,2018-03-02,2,3,2018,Fri,0,Spring,3.87339,1,1,0,24,1,39,0,nan
1777,17,Enterprise,2018-03-03,3,3,2018,Sat,1,Spring,3.935706,0,0,0,24,1,38,0,nan
1779,17,Enterprise,2018-03-04,4,3,2018,Sun,1,Spring,3.963564,0,0,0,24,1,38,0,nan
1908,17,Enterprise,2018-03-05,5,3,2018,Mon,0,Spring,3.912025,0,29,0,28.7,1,39,0,nan
1808,17,Enterprise,2018-03-06,6,3,2018,Tues,0,Spring,3.898087,1,7,0,24,1,37,0,nan
1790,17,Enterprise,2018-03-07,7,3,2018,Wed,0,Spring,3.900457,0,10,2,24,1,37,0,nan
1788,17,Enterprise,2018-03-08,8,3,2018,Thurs,0,Spring,3.908254,0,0,14,24,1,37,0,nan
1776,17,Enterprise,2018-03-09,9,3,2018,Fri,0,Spring,3.905473,0,0,0,24,1,37,0,nan
1776,17,Enterprise,2018-03-10,10,3,2018,Sat,1,Spring,3.946813,0,0,0,24,1,37,0,nan
1786,17,Enterprise,2018-03-11,11,3,2018,Sun,1,Spring,3.965248,0,1,0,24,1,37,0,nan
1806,17,Enterprise,2018-03-12,12,3,2018,Mon,0,Spring,3.881563,0,6,0,24,1,37,0,nan
1790,17,Enterprise,2018-03-13,13,3,2018,Tues,0,Spring,3.893743,0,3,0,24,1,37,0,nan
1778,17,Enterprise,2018-03-14,14,3,2018,Wed,0,Spring,3.89671,1,0,2,14.16,1,39,0,nan
1808,17,Enterprise,2018-03-15,15,3,2018,Thurs,0,Spring,3.889854,3,1,0,0.45,1,40,0,nan
1830,17,Enterprise,2018-03-16,16,3,2018,Fri,0,Spring,3.896094,3,0,0,0,1,40,0,nan
1824,17,Enterprise,2018-03-17,17,3,2018,Sat,1,Spring,3.948727,0,0,2,0,1,40,0,nan
1838,17,Enterprise,2018-03-18,18,3,2018,Sun,1,Spring,3.966322,1,6,0,0,1,40,0,nan
1824,17,Enterprise,2018-03-19,19,3,2018,Mon,0,Spring,3.905482,0,0,0,0,1,40,0,nan
1852,17,Enterprise,2018-03-20,20,3,2018,Tues,0,Spring,3.907623,1,0,0,0,1,40,0,nan
1840,17,Enterprise,2018-03-21,21,3,2018,Wed,0,Spring,3.912859,0,3,0,1.65,1,40,0,nan
1860,17,Enterprise,2018-03-22,22,3,2018,Thurs,0,Spring,3.915554,1,0,0,0,1,40,0,nan
1880,17,Enterprise,2018-03-23,23,3,2018,Fri,0,Spring,3.896989,0,0,0,0,1,42,0,nan
1922,17,Enterprise,2018-03-24,24,3,2018,Sat,1,Spring,3.913824,0,0,0,0,1,40,0,nan
1928,17,Enterprise,2018-03-25,25,3,2018,Sun,1,Spring,3.936547,0,5,0,0.37,1,42,0,nan
1922,17,Enterprise,2018-03-26,26,3,2018,Mon,0,Spring,3.87426,2,0,0,0,1,42,0,nan
1938,17,Enterprise,2018-03-27,27,3,2018,Tues,0,Spring,3.865238,0,6,0,0,1,42,0,nan
1930,17,Enterprise,2018-03-28,28,3,2018,Wed,0,Spring,3.895214,1,0,0,0,1,42,0,nan
1919,17,Enterprise,2018-03-29,29,3,2018,Thurs,0,Spring,3.906467,2,0,0,0,1,42,0,nan
1929,17,Enterprise,2018-03-30,30,3,2018,Fri,0,Spring,3.908794,0,0,0,0,1,42,0,nan
1950,17,Enterprise,2018-03-31,31,3,2018,Sat,1,Spring,3.940875,1,0,0,0,1,42,0,nan
1890,17,Enterprise,2018-04-01,1,4,2018,Sun,1,Spring,3.980021,0,1,1,0,1,42,0,nan
1902,17,Enterprise,2018-04-02,2,4,2018,Mon,0,Spring,3.923992,1,9,0,0.47,1,41,0,nan
1876,17,Enterprise,2018-04-03,3,4,2018,Tues,0,Spring,3.869899,0,0,0,0,1,41,0,nan
1880,17,Enterprise,2018-04-04,4,4,2018,Wed,0,Spring,3.891628,1,0,0,0,1,41,0,nan
1874,17,Enterprise,2018-04-05,5,4,2018,Thurs,0,Spring,3.880054,0,12,0,0.37,1,39,0,nan
1858,17,Enterprise,2018-04-06,6,4,2018,Fri,0,Spring,3.937656,0,0,0,0,1,39,0,nan
1888,17,Enterprise,2018-04-07,7,4,2018,Sat,1,Spring,3.974328,0,0,0,0,1,39,0,nan
1860,17,Enterprise,2018-04-08,8,4,2018,Sun,1,Spring,4.011941,0,0,0,0,1,39,0,nan
1866,17,Enterprise,2018-04-09,9,4,2018,Mon,0,Spring,3.941038,1,0,0,0,1,41,0,nan
1884,17,Enterprise,2018-04-10,10,4,2018,Tues,0,Spring,3.941721,0,1,0,0,1,41,0,nan
1874,17,Enterprise,2018-04-11,11,4,2018,Wed,0,Spring,3.932564,2,0,0,0,1,41,0,nan
1874,17,Enterprise,2018-04-12,12,4,2018,Thurs,0,Spring,3.937993,1,0,0,0,1,41,0,nan
1878,17,Enterprise,2018-04-13,13,4,2018,Fri,0,Spring,3.944518,1,0,0,0,1,41,0,nan
1877,17,Enterprise,2018-04-14,14,4,2018,Sat,1,Spring,3.972415,1,0,0,0,1,41,0,nan
1876,17,Enterprise,2018-04-15,15,4,2018,Sun,1,Spring,3.981897,1,0,0,0,1,41,0,nan
1874,17,Enterprise,2018-04-16,16,4,2018,Mon,0,Spring,3.92726,1,1,0,0,1,41,0,nan
1872,17,Enterprise,2018-04-17,17,4,2018,Tues,0,Spring,3.926617,1,0,0,0,1,41,0,nan
1907,17,Enterprise,2018-04-18,18,4,2018,Wed,0,Spring,3.928406,1,14,0,9.43,2,43,20,nan
1873,17,Enterprise,2018-04-19,19,4,2018,Thurs,0,Spring,3.918884,0,0,0,24,1,40,0,nan
1912,17,Enterprise,2018-04-20,20,4,2018,Fri,0,Spring,3.921433,0,12,2,39.07,2,42,10,nan
1921,17,Enterprise,2018-04-21,21,4,2018,Sat,1,Spring,3.960104,0,0,0,48,1,41,0,nan
1921,17,Enterprise,2018-04-22,22,4,2018,Sun,1,Spring,3.960724,0,0,1,48,1,41,0,nan
1921,17,Enterprise,2018-04-23,23,4,2018,Mon,0,Spring,3.910985,0,0,0,48,1,41,0,nan
1931,17,Enterprise,2018-04-24,24,4,2018,Tues,0,Spring,3.89584,0,1,0,48,2,42,10,nan
1955,17,Enterprise,2018-04-25,25,4,2018,Wed,0,Spring,3.901289,3,12,2,39.48,2,42,30,nan
2039,17,Enterprise,2018-04-26,26,4,2018,Thurs,0,Spring,3.859811,0,32,0,24,2,43,70,nan
1964,17,Enterprise,2018-04-27,27,4,2018,Fri,0,Spring,3.881638,3,25,0,24,2,42,20,nan
1950,17,Enterprise,2018-04-28,28,4,2018,Sat,1,Spring,3.910094,1,10,0,24,2,42,20,nan
1954,17,Enterprise,2018-04-29,29,4,2018,Sun,1,Spring,3.942172,0,12,0,24,2,42,30,nan
1995,17,Enterprise,2018-04-30,30,4,2018,Mon,0,Spring,3.89847,0,32,0,24,2,42,40,nan
2010,17,Enterprise,2018-05-01,1,5,2018,Tues,0,Summer,3.918111,2,34,0,24,2,42,70,nan
2031,17,Enterprise,2018-05-02,2,5,2018,Wed,0,Summer,3.894997,3,30,0,24.88,2,43,30,nan
2033,17,Enterprise,2018-05-03,3,5,2018,Thurs,0,Summer,3.88494,1,43,0,32.42,2,44,30,nan
2033,17,Enterprise,2018-05-04,4,5,2018,Fri,0,Summer,3.890512,0,9,1,48,2,43,0,nan
1877,17,Enterprise,2018-05-05,5,5,2018,Sat,1,Summer,3.925646,0,0,0,48,1,41,0,nan
1873,17,Enterprise,2018-05-06,6,5,2018,Sun,1,Summer,3.953235,9,0,0,48,1,40,0,nan
1873,17,Enterprise,2018-05-07,7,5,2018,Mon,0,Summer,3.897194,2,0,0,48,1,40,0,nan
1883,17,Enterprise,2018-05-08,8,5,2018,Tues,0,Summer,3.896273,0,0,0,48,2,41,0,nan
1929,17,Enterprise,2018-05-09,9,5,2018,Wed,0,Summer,3.905116,1,0,0,48,1,39,0,nan
1964,17,Enterprise,2018-05-10,10,5,2018,Thurs,0,Summer,3.89331,0,33,0,48,2,40,40,nan
1895,17,Enterprise,2018-05-11,11,5,2018,Fri,0,Summer,3.830722,0,16,43,60.57,2,41,10,nan
1873,17,Enterprise,2018-05-12,12,5,2018,Sat,1,Summer,3.922797,0,0,3,72,1,40,0,nan
1873,17,Enterprise,2018-05-13,13,5,2018,Sun,1,Summer,3.944564,0,0,2,72,1,40,0,nan
1989,17,Enterprise,2018-05-14,14,5,2018,Mon,0,Summer,3.881938,0,47,2,73.8,2,42,60,nan
1901,17,Enterprise,2018-05-15,15,5,2018,Tues,0,Summer,3.904324,0,9,0,72,2,42,20,nan
1872,17,Enterprise,2018-05-16,16,5,2018,Wed,0,Summer,3.917574,0,0,3,72,1,40,0,nan
2004,17,Enterprise,2018-05-17,17,5,2018,Thurs,0,Summer,3.847075,0,29,0,71.89,2,53,130,nan
1873,17,Enterprise,2018-05-18,18,5,2018,Fri,0,Summer,3.789968,0,0,0,72,1,40,0,nan
1882,17,Enterprise,2018-05-19,19,5,2018,Sat,1,Summer,3.986281,0,1,0,72,2,41,10,nan
1874,17,Enterprise,2018-05-20,20,5,2018,Sun,1,Summer,4.006916,0,0,0,72,1,40,0,nan
1859,17,Enterprise,2018-05-21,21,5,2018,Mon,0,Summer,3.924873,0,0,2,72,1,40,0,nan
1877,17,Enterprise,2018-05-22,22,5,2018,Tues,0,Summer,3.899578,0,0,0,72,1,40,0,nan
1859,17,Enterprise,2018-05-23,23,5,2018,Wed,0,Summer,3.913406,0,0,75,72,1,40,0,nan
1872,17,Enterprise,2018-05-24,24,5,2018,Thurs,0,Summer,3.919989,0,0,95,72,1,40,0,nan
1871,17,Enterprise,2018-05-25,25,5,2018,Fri,0,Summer,3.920113,0,0,94,72,1,40,0,nan
1874,17,Enterprise,2018-05-26,26,5,2018,Sat,1,Summer,3.94907,0,1,87,72,2,41,10,nan
1881,17,Enterprise,2018-05-27,27,5,2018,Sun,1,Summer,3.986735,0,0,95,72,1,39,0,nan
1874,17,Enterprise,2018-05-28,28,5,2018,Mon,0,Summer,3.928907,0,7,88,87.64,2,41,10,nan
1928,17,Enterprise,2018-05-29,29,5,2018,Tues,0,Summer,3.925909,0,61,96,96,2,42,50,nan
1892,17,Enterprise,2018-05-30,30,5,2018,Wed,0,Summer,3.91996,0,24,96,119.19,2,41,20,nan
1873,17,Enterprise,2018-05-31,31,5,2018,Thurs,0,Summer,3.911587,0,0,96,120,1,40,0,nan
1861,17,Enterprise,2018-06-01,1,6,2018,Fri,0,Summer,3.912985,0,0,84,120,1,40,0,nan
1873,17,Enterprise,2018-06-02,2,6,2018,Sat,1,Summer,3.952138,0,0,96,120,1,40,0,nan
1873,17,Enterprise,2018-06-03,3,6,2018,Sun,1,Summer,3.980146,0,0,95,120,1,40,0,nan
1873,17,Enterprise,2018-06-04,4,6,2018,Mon,0,Summer,3.906858,0,0,96,120,1,40,0,nan
1909,17,Enterprise,2018-06-05,5,6,2018,Tues,0,Summer,3.900783,0,21,68,142.84,2,42,20,nan
1873,17,Enterprise,2018-06-06,6,6,2018,Wed,0,Summer,3.917743,0,0,0,144,1,40,0,nan
1947,17,Enterprise,2018-06-07,7,6,2018,Thurs,0,Summer,3.912448,0,69,1,144,2,42,70,nan
1897,17,Enterprise,2018-06-08,8,6,2018,Fri,0,Summer,3.92263,0,75,0,134.32,2,43,90,nan
1991,17,Enterprise,2018-06-09,9,6,2018,Sat,1,Summer,3.952593,0,91,0,143.99,2,43,70,nan
1921,17,Enterprise,2018-06-10,10,6,2018,Sun,1,Summer,3.937981,0,0,0,144,1,41,0,nan
1925,17,Enterprise,2018-06-11,11,6,2018,Mon,0,Summer,3.862609,0,0,0,144,1,41,0,nan
1967,17,Enterprise,2018-06-12,12,6,2018,Tues,0,Summer,3.835684,1,0,9,144,1,42,0,nan
1969,17,Enterprise,2018-06-13,13,6,2018,Wed,0,Summer,3.876684,0,34,0,151.82,2,43,20,nan
1926,17,Enterprise,2018-06-14,14,6,2018,Thurs,0,Summer,3.873345,0,0,0,168,1,41,0,nan
1998,17,Enterprise,2018-06-15,15,6,2018,Fri,0,Summer,3.870272,0,7,7,168,2,42,20,nan
2010,17,Enterprise,2018-06-16,16,6,2018,Sat,1,Summer,3.922318,0,38,0,168,2,42,30,nan
1963,17,Enterprise,2018-06-17,17,6,2018,Sun,1,Summer,3.92206,0,0,0,168,1,41,0,nan
1946,17,Enterprise,2018-06-18,18,6,2018,Mon,0,Summer,3.860587,0,0,0,168,1,41,0,nan
1900,17,Enterprise,2018-06-19,19,6,2018,Tues,0,Summer,3.867217,2,0,0,168,1,41,0,nan
1956,17,Enterprise,2018-06-20,20,6,2018,Wed,0,Summer,3.847074,0,13,0,168,2,41,20,nan
1934,17,Enterprise,2018-06-21,21,6,2018,Thurs,0,Summer,3.850444,0,2,3,168,2,41,10,nan
1922,17,Enterprise,2018-06-22,22,6,2018,Fri,0,Summer,3.869141,0,0,0,168,1,40,0,nan
1920,17,Enterprise,2018-06-23,23,6,2018,Sat,1,Summer,3.908286,0,0,0,168,1,40,0,nan
1920,17,Enterprise,2018-06-24,24,6,2018,Sun,1,Summer,3.920469,0,0,0,168,1,40,0,nan
1920,17,Enterprise,2018-06-25,25,6,2018,Mon,0,Summer,3.854666,3,0,0,168,1,40,0,nan
1946,17,Enterprise,2018-06-26,26,6,2018,Tues,0,Summer,3.858319,2,9,0,161.75,2,41,20,nan
1919,17,Enterprise,2018-06-27,27,6,2018,Wed,0,Summer,3.86756,0,0,1,144,1,40,0,nan
1920,17,Enterprise,2018-06-28,28,6,2018,Thurs,0,Summer,3.874987,0,0,0,144,1,40,0,nan
1920,17,Enterprise,2018-06-29,29,6,2018,Fri,0,Summer,3.866035,0,0,0,144,1,40,0,nan
1930,17,Enterprise,2018-06-30,30,6,2018,Sat,1,Summer,3.918968,0,1,0,144,2,41,10,nan
1920,17,Enterprise,2018-07-01,1,7,2018,Sun,1,Summer,3.927599,0,0,0,144,1,40,0,nan
2126,17,Enterprise,2018-07-02,2,7,2018,Mon,0,Summer,3.838238,1,139,0,262.38,2,56,200,nan
1920,17,Enterprise,2018-07-03,3,7,2018,Tues,0,Summer,3.844893,0,0,0,360,1,40,0,nan
1928,17,Enterprise,2018-07-04,4,7,2018,Wed,0,Summer,3.864248,0,6,0,360,1,40,0,nan
1958,17,Enterprise,2018-07-05,5,7,2018,Thurs,0,Summer,3.855979,0,0,0,360,1,42,0,nan
2016,17,Enterprise,2018-07-06,6,7,2018,Fri,0,Summer,3.852958,0,0,1,360,1,42,0,nan
2016,17,Enterprise,2018-07-07,7,7,2018,Sat,1,Summer,3.890169,0,0,0,360,1,42,0,nan
2016,17,Enterprise,2018-07-08,8,7,2018,Sun,1,Summer,3.922218,0,0,0,360,1,42,0,nan
2015,17,Enterprise,2018-07-09,9,7,2018,Mon,0,Summer,3.823562,0,0,0,360,1,42,0,nan
2033,17,Enterprise,2018-07-10,10,7,2018,Tues,0,Summer,3.827221,1,4,0,360,2,43,10,nan
2416,17,Enterprise,2018-07-11,11,7,2018,Wed,0,Summer,3.805656,3,32,0,403.45,2,52,20,nan
2337,17,Enterprise,2018-07-12,12,7,2018,Thurs,0,Summer,3.834512,3,0,0,408,1,50,0,nan
2402,17,Enterprise,2018-07-13,13,7,2018,Fri,0,Summer,3.841059,0,0,44,408,1,50,0,nan
2400,17,Enterprise,2018-07-14,14,7,2018,Sat,1,Summer,3.881851,0,0,0,408,1,50,0,nan
2399,17,Enterprise,2018-07-15,15,7,2018,Sun,1,Summer,3.890452,0,0,0,408,1,50,0,nan
2361,17,Enterprise,2018-07-16,16,7,2018,Mon,0,Summer,3.837257,0,9,0,408,2,51,10,nan
2410,17,Enterprise,2018-07-17,17,7,2018,Tues,0,Summer,3.848066,4,1,0,408,2,51,10,nan
2400,17,Enterprise,2018-07-18,18,7,2018,Wed,0,Summer,3.84942,0,0,0,408,1,50,0,nan
2400,17,Enterprise,2018-07-19,19,7,2018,Thurs,0,Summer,3.842684,1,0,0,408,1,50,0,nan
2430,17,Enterprise,2018-07-20,20,7,2018,Fri,0,Summer,3.84445,0,30,0,408,2,51,20,nan
2400,17,Enterprise,2018-07-21,21,7,2018,Sat,1,Summer,3.903608,0,0,0,408,1,50,0,nan
2400,17,Enterprise,2018-07-22,22,7,2018,Sun,1,Summer,3.910583,0,0,0,408,1,50,0,nan
2400,17,Enterprise,2018-07-23,23,7,2018,Mon,0,Summer,3.839441,0,0,0,408,1,50,0,nan
2410,17,Enterprise,2018-07-24,24,7,2018,Tues,0,Summer,3.846249,0,11,0,408,2,51,10,nan
2434,17,Enterprise,2018-07-25,25,7,2018,Wed,0,Summer,3.844756,0,49,0,409.01,2,53,50,nan
2440,17,Enterprise,2018-07-26,26,7,2018,Thurs,0,Summer,3.826616,1,12,0,408,2,51,10,nan
2390,17,Enterprise,2018-07-27,27,7,2018,Fri,0,Summer,3.819803,1,0,2,408,1,50,0,nan
2420,17,Enterprise,2018-07-28,28,7,2018,Sat,1,Summer,3.875328,0,22,3,408,2,51,20,nan
2400,17,Enterprise,2018-07-29,29,7,2018,Sun,1,Summer,3.912675,0,0,0,408,1,50,0,nan
2586,17,Enterprise,2018-07-30,30,7,2018,Mon,0,Summer,3.843014,1,98,0,411.57,2,58,150,nan
2378,17,Enterprise,2018-07-31,31,7,2018,Tues,0,Summer,3.819544,0,28,0,432,2,50,20,nan
2366,17,Enterprise,2018-08-01,1,8,2018,Wed,0,Autumn,3.833878,0,22,0,432,2,50,20,nan
2352,17,Enterprise,2018-08-02,2,8,2018,Thurs,0,Autumn,3.819685,0,0,0,432,1,49,0,nan
2208,17,Enterprise,2018-08-03,3,8,2018,Fri,0,Autumn,3.813062,0,0,0,432,1,49,0,nan
1968,17,Enterprise,2018-08-04,4,8,2018,Sat,1,Autumn,3.861556,0,0,0,432,1,41,0,nan
1968,17,Enterprise,2018-08-05,5,8,2018,Sun,1,Autumn,3.887584,0,0,0,432,1,41,0,nan
1967,17,Enterprise,2018-08-06,6,8,2018,Mon,0,Autumn,3.800199,0,0,6,432,1,41,0,nan
1995,17,Enterprise,2018-08-07,7,8,2018,Tues,0,Autumn,3.807456,1,21,0,432,2,42,10,nan
1966,17,Enterprise,2018-08-08,8,8,2018,Wed,0,Autumn,3.813591,0,0,1,432,1,41,0,nan
1968,17,Enterprise,2018-08-09,9,8,2018,Thurs,0,Autumn,3.811901,0,0,0,432,1,41,0,nan
2011,17,Enterprise,2018-08-10,10,8,2018,Fri,0,Autumn,3.800491,0,11,0,432,2,43,10,nan
2016,17,Enterprise,2018-08-11,11,8,2018,Sat,1,Autumn,3.844559,0,0,0,432,1,42,0,nan
2036,17,Enterprise,2018-08-12,12,8,2018,Sun,1,Autumn,3.861783,0,12,0,432.36,2,43,20,nan
2096,17,Enterprise,2018-08-13,13,8,2018,Mon,0,Autumn,3.804193,0,86,0,450.02,2,45,60,nan
2038,17,Enterprise,2018-08-14,14,8,2018,Tues,0,Autumn,3.807067,0,9,0,455.99,2,43,10,nan
2016,17,Enterprise,2018-08-15,15,8,2018,Wed,0,Autumn,3.823404,0,0,0,455.99,1,42,0,nan
2212,17,Enterprise,2018-08-16,16,8,2018,Thurs,0,Autumn,3.816571,0,121,0,446.64,2,44,60,nan
2017,17,Enterprise,2018-08-17,17,8,2018,Fri,0,Autumn,3.826738,0,0,0,432,1,42,0,nan
2027,17,Enterprise,2018-08-18,18,8,2018,Sat,1,Autumn,3.89131,0,0,0,432,1,42,0,nan
2016,17,Enterprise,2018-08-19,19,8,2018,Sun,1,Autumn,3.919931,0,0,0,432,1,42,0,nan
2016,17,Enterprise,2018-08-20,20,8,2018,Mon,0,Autumn,3.838998,0,0,0,432,1,42,0,nan
1998,17,Enterprise,2018-08-21,21,8,2018,Tues,0,Autumn,3.850696,0,0,0,432,1,42,0,nan
2026,17,Enterprise,2018-08-22,22,8,2018,Wed,0,Autumn,3.857201,2,11,0,432,2,43,10,nan
2050,17,Enterprise,2018-08-23,23,8,2018,Thurs,0,Autumn,3.860139,0,26,0,432,2,44,30,nan
2016,17,Enterprise,2018-08-24,24,8,2018,Fri,0,Autumn,3.868326,0,0,0,432,1,42,0,nan
2016,17,Enterprise,2018-08-25,25,8,2018,Sat,1,Autumn,3.910947,0,0,0,432,1,42,0,nan
2010,17,Enterprise,2018-08-26,26,8,2018,Sun,1,Autumn,3.937488,0,0,0,432,1,42,0,nan
1983,17,Enterprise,2018-08-27,27,8,2018,Mon,0,Autumn,3.877104,0,0,1,432,1,42,0,nan
