volume_tests,company_id,company_type,time,date,month,year,day,is_weekend,season,avg_pesq_score,quality_too_poor,number_busy,temporarily_unable_test,outage_hrs,number_test_types,numbers_tested,followup_tests,min_commit
260,1,Conference,2018-02-04,4,2,2018,Sun,1,Spring,3.9284135,0,0,0,3887.95,3,74,0,100000
1553,1,Conference,2018-02-05,5,2,2018,Mon,0,Spring,4.0382515,1,56,13,3887.95,3,288,0,100000
1751,1,Conference,2018-02-06,6,2,2018,Tues,0,Spring,4.042252,2,40,42,3869.43,3,288,0,100000
2051,1,Conference,2018-02-07,7,2,2018,Wed,0,Spring,4.04648925,1,38,35,3854.89,3,508,0,100000
1963,1,Conference,2018-02-08,8,2,2018,Thurs,0,Spring,3.9648525,1,4,1,3853.74,3,523,0,100000
3116,1,Conference,2018-02-09,9,2,2018,Fri,0,Spring,4.05149225,2,112,1,3736.14,3,1489,0,100000
1055,1,Conference,2018-02-10,10,2,2018,Sat,1,Spring,4.02047625,1,4,0,3659.02,3,685,0,100000
166,1,Conference,2018-02-11,11,2,2018,Sun,1,Spring,3.969968,0,0,0,3647.96,3,36,0,100000
1823,1,Conference,2018-02-12,12,2,2018,Mon,0,Spring,4.01205025,1,24,0,3647.55,3,734,0,100000
1741,1,Conference,2018-02-13,13,2,2018,Tues,0,Spring,4.06015275,0,68,17,3654.78,3,283,0,100000
1754,1,Conference,2018-02-14,14,2,2018,Wed,0,Spring,4.03887425,4,10,0,3641.85,3,350,0,100000
1683,1,Conference,2018-02-15,15,2,2018,Thurs,0,Spring,3.9830335,3,5,0,3623.96,3,285,0,100000
1660,1,Conference,2018-02-16,16,2,2018,Fri,0,Spring,4.0401825,1,1,0,3630.69,3,282,0,100000
527,1,Conference,2018-02-17,17,2,2018,Sat,1,Spring,4.06175275,4,0,0,3623.96,3,150,0,100000
166,1,Conference,2018-02-18,18,2,2018,Sun,1,Spring,3.97114775,0,0,0,3623.96,3,36,0,100000
1398,1,Conference,2018-02-19,19,2,2018,Mon,0,Spring,4.04593125,0,30,2,3635.67,3,280,0,100000
1674,1,Conference,2018-02-20,20,2,2018,Tues,0,Spring,4.06999275,2,35,17,3659.68,3,288,0,100000
1562,1,Conference,2018-02-21,21,2,2018,Wed,0,Spring,4.0157345,2,11,0,3647.96,3,266,0,100000
1633,1,Conference,2018-02-22,22,2,2018,Thurs,0,Spring,3.908067,3,0,0,3637.48,3,294,0,100000
1744,1,Conference,2018-02-23,23,2,2018,Fri,0,Spring,4.039103,3,7,2,3623.96,3,288,0,100000
702,1,Conference,2018-02-24,24,2,2018,Sat,1,Spring,4.1027435,2,14,0,3623.96,3,150,0,100000
274,1,Conference,2018-02-25,25,2,2018,Sun,1,Spring,4.054811,0,0,0,3594.01,3,141,0,100000
1509,1,Conference,2018-02-26,26,2,2018,Mon,0,Spring,4.04292575,1,33,0,3625.1,3,369,0,100000
1594,1,Conference,2018-02-27,27,2,2018,Tues,0,Spring,4.056985,0,23,1,3791.96,3,288,0,100000
1363,1,Conference,2018-02-28,28,2,2018,Wed,0,Spring,4.02493975,1,8,0,3802.77,3,253,0,100000
1445,1,Conference,2018-03-01,1,3,2018,Thurs,0,Spring,3.84799275,1,64,0,3808.66,3,353,0,100000
1227,1,Conference,2018-03-02,2,3,2018,Fri,0,Spring,4.0718945,1,6,0,3815.96,3,242,0,100000
657,1,Conference,2018-03-03,3,3,2018,Sat,1,Spring,4.10328825,1,2,0,3797.98,3,212,0,100000
157,1,Conference,2018-03-04,4,3,2018,Sun,1,Spring,4.052673,0,0,0,3791.96,3,36,0,100000
960,1,Conference,2018-03-05,5,3,2018,Mon,0,Spring,4.0276825,0,24,0,3816.97,3,255,0,100000
1216,1,Conference,2018-03-06,6,3,2018,Tues,0,Spring,4.0203965,1,7,1,3954.42,3,247,0,100000
1419,1,Conference,2018-03-07,7,3,2018,Wed,0,Spring,4.017147,4,18,3,3940.01,3,336,0,100000
1508,1,Conference,2018-03-08,8,3,2018,Thurs,0,Spring,3.87047125,3,19,0,3936.55,3,347,0,100000
1676,1,Conference,2018-03-09,9,3,2018,Fri,0,Spring,4.03311575,1,14,7,3931.64,3,562,0,100000
530,1,Conference,2018-03-10,10,3,2018,Sat,1,Spring,4.102141,0,0,0,3959.95,3,173,0,100000
188,1,Conference,2018-03-11,11,3,2018,Sun,1,Spring,4.06739275,0,21,0,3959.95,3,36,0,100000
1439,1,Conference,2018-03-12,12,3,2018,Mon,0,Spring,4.0388885,1,46,6,3969.82,3,518,0,100000
1456,1,Conference,2018-03-13,13,3,2018,Tues,0,Spring,4.05454625,0,86,22,3983.95,3,258,0,100000
1502,1,Conference,2018-03-14,14,3,2018,Wed,0,Spring,4.04224525,0,27,0,3983.95,3,269,0,100000
1613,1,Conference,2018-03-15,15,3,2018,Thurs,0,Spring,3.91614275,1,12,0,3984.72,3,321,0,100000
1374,1,Conference,2018-03-16,16,3,2018,Fri,0,Spring,4.0417825,1,21,0,3983.95,3,265,0,100000
447,1,Conference,2018-03-17,17,3,2018,Sat,1,Spring,4.081952,0,6,0,3983.95,3,144,0,100000
172,1,Conference,2018-03-18,18,3,2018,Sun,1,Spring,4.068929,0,7,0,3998.35,3,35,0,100000
1131,1,Conference,2018-03-19,19,3,2018,Mon,0,Spring,4.065124,0,25,0,3983.97,3,266,0,100000
1425,1,Conference,2018-03-20,20,3,2018,Tues,0,Spring,4.0157085,1,39,0,3984.29,3,287,0,100000
1510,1,Conference,2018-03-21,21,3,2018,Wed,0,Spring,4.0078875,0,67,0,4038.62,2,255,0,100000
1704,1,Conference,2018-03-22,22,3,2018,Thurs,0,Spring,3.94219775,0,34,0,4041.53,3,263,0,100000
1330,1,Conference,2018-03-23,23,3,2018,Fri,0,Spring,4.06628075,0,61,0,3976.69,3,257,0,100000
482,1,Conference,2018-03-24,24,3,2018,Sat,1,Spring,4.08776625,0,6,0,3983.95,3,144,0,100000
275,1,Conference,2018-03-25,25,3,2018,Sun,1,Spring,4.09178625,0,9,0,3983.95,3,138,0,100000
1071,1,Conference,2018-03-26,26,3,2018,Mon,0,Spring,4.0581485,1,27,4,3983.95,3,260,0,100000
1344,1,Conference,2018-03-27,27,3,2018,Tues,0,Spring,4.05113825,0,41,2,4004,3,257,0,100000
1405,1,Conference,2018-03-28,28,3,2018,Wed,0,Spring,4.084497,1,29,0,3969.97,3,260,0,100000
1302,1,Conference,2018-03-29,29,3,2018,Thurs,0,Spring,3.9572215,0,23,0,3951.97,3,262,0,100000
1354,1,Conference,2018-03-30,30,3,2018,Fri,0,Spring,4.062516,0,74,0,3935.95,3,247,0,100000
474,1,Conference,2018-03-31,31,3,2018,Sat,1,Spring,4.10576375,0,6,0,3935.95,3,144,0,100000
276,1,Conference,2018-04-01,1,4,2018,Sun,1,Spring,4.0975735,0,5,10,3935.95,3,139,0,58333
974,1,Conference,2018-04-02,2,4,2018,Mon,0,Spring,4.0392955,0,37,0,3935.95,3,243,0,58333
1356,1,Conference,2018-04-03,3,4,2018,Tues,0,Spring,4.08069675,0,19,0,3954.72,3,288,0,58333
1530,1,Conference,2018-04-04,4,4,2018,Wed,0,Spring,4.0676125,0,244,0,3960.79,3,242,0,58333
1326,1,Conference,2018-04-05,5,4,2018,Thurs,0,Spring,3.94125325,1,12,0,3959.95,3,313,0,58333
1273,1,Conference,2018-04-06,6,4,2018,Fri,0,Spring,4.05099275,0,11,0,3959.95,3,246,0,58333
600,1,Conference,2018-04-07,7,4,2018,Sat,1,Spring,4.10446125,0,7,0,3959.45,3,270,0,58333
288,1,Conference,2018-04-08,8,4,2018,Sun,1,Spring,4.046915,0,9,0,3993.39,3,120,0,58333
1338,1,Conference,2018-04-09,9,4,2018,Mon,0,Spring,4.06622375,1,14,23,3974.71,3,543,0,58333
1258,1,Conference,2018-04-10,10,4,2018,Tues,0,Spring,4.05113125,1,20,0,3960.4,3,264,0,58333
1266,1,Conference,2018-04-11,11,4,2018,Wed,0,Spring,4.0653125,3,19,0,3973.69,3,247,0,58333
1598,1,Conference,2018-04-12,12,4,2018,Thurs,0,Spring,3.738206,6,44,0,3989.53,3,518,0,58333
1305,1,Conference,2018-04-13,13,4,2018,Fri,0,Spring,4.066673,0,53,1,4031.95,3,258,0,58333
1316,1,Conference,2018-04-14,14,4,2018,Sat,1,Spring,3.9964525,0,57,2,4099.24,3,221,0,58333
847,1,Conference,2018-04-15,15,4,2018,Sun,1,Spring,3.99228925,1,5,0,3959.95,3,110,0,58333
1391,1,Conference,2018-04-16,16,4,2018,Mon,0,Spring,4.0629515,0,180,0,3959.95,3,356,0,58333
1369,1,Conference,2018-04-17,17,4,2018,Tues,0,Spring,4.0778225,3,40,6,3998.37,3,260,0,58333
1459,1,Conference,2018-04-18,18,4,2018,Wed,0,Spring,4.05653325,0,98,0,4031.95,3,257,0,58333
1575,1,Conference,2018-04-19,19,4,2018,Thurs,0,Spring,3.9371645,1,45,0,4031.95,3,419,0,58333
1426,1,Conference,2018-04-20,20,4,2018,Fri,0,Spring,4.06603225,0,49,0,4031.95,3,265,0,58333
824,1,Conference,2018-04-21,21,4,2018,Sat,1,Spring,4.096451,0,104,0,4031.95,3,149,0,58333
176,1,Conference,2018-04-22,22,4,2018,Sun,1,Spring,4.08264175,0,10,0,4034.96,3,36,0,58333
1007,1,Conference,2018-04-23,23,4,2018,Mon,0,Spring,4.02850275,0,34,0,4052.22,3,255,0,58333
1611,1,Conference,2018-04-24,24,4,2018,Tues,0,Spring,4.06532325,0,15,0,3990.06,3,401,0,58333
1420,1,Conference,2018-04-25,25,4,2018,Wed,0,Spring,4.0804155,0,11,6,3791.96,3,351,0,58333
1324,1,Conference,2018-04-26,26,4,2018,Thurs,0,Spring,4.038807,0,78,0,3795.39,3,255,0,58333
1275,1,Conference,2018-04-27,27,4,2018,Fri,0,Spring,4.0438445,0,11,6,3791.96,2,257,0,58333
510,1,Conference,2018-04-28,28,4,2018,Sat,1,Spring,4.0998545,0,5,0,3791.96,2,144,0,58333
672,1,Conference,2018-04-29,29,4,2018,Sun,1,Spring,4.0900905,0,28,0,3859.08,2,185,0,58333
1424,1,Conference,2018-04-30,30,4,2018,Mon,0,Spring,4.005144,0,46,24,3863.96,2,405,0,58333
1771,1,Conference,2018-05-01,1,5,2018,Tues,0,Summer,4.07063025,0,102,0,3863.96,3,365,0,100000
1412,1,Conference,2018-05-02,2,5,2018,Wed,0,Summer,4.06330225,0,13,0,3863.96,3,237,0,100000
1559,1,Conference,2018-05-03,3,5,2018,Thurs,0,Summer,3.897139,0,10,0,3826.1,3,288,0,100000
1394,1,Conference,2018-05-04,4,5,2018,Fri,0,Summer,4.051067,0,9,0,3825.24,3,428,0,100000
1073,1,Conference,2018-05-05,5,5,2018,Sat,1,Summer,4.0950545,0,140,0,5508.74,3,361,0,100000
162,1,Conference,2018-05-06,6,5,2018,Sun,1,Summer,4.02102025,0,0,0,5591.94,3,33,0,100000
1117,1,Conference,2018-05-07,7,5,2018,Mon,0,Summer,4.05489325,0,22,1,5574.95,3,327,0,100000
1378,1,Conference,2018-05-08,8,5,2018,Tues,0,Summer,4.08116475,1,1,0,5567.94,3,321,0,100000
1524,1,Conference,2018-05-09,9,5,2018,Wed,0,Summer,4.05254925,0,3,0,5567.82,3,532,0,100000
1449,1,Conference,2018-05-10,10,5,2018,Thurs,0,Summer,3.92824975,0,6,3,5567.94,3,261,0,100000
1602,1,Conference,2018-05-11,11,5,2018,Fri,0,Summer,4.0759655,0,66,10,5567.94,3,270,0,100000
704,1,Conference,2018-05-12,12,5,2018,Sat,1,Summer,4.09191025,0,20,0,5577.72,3,407,0,100000
152,1,Conference,2018-05-13,13,5,2018,Sun,1,Summer,4.105057,0,0,0,5591.94,3,31,0,100000
1077,1,Conference,2018-05-14,14,5,2018,Mon,0,Summer,4.06163375,1,3,0,5601.65,3,270,0,100000
1215,1,Conference,2018-05-15,15,5,2018,Tues,0,Summer,4.06858425,0,14,0,5616.9,3,242,0,100000
1911,1,Conference,2018-05-16,16,5,2018,Wed,0,Summer,4.058028,0,197,0,5616,3,243,0,100000
1291,1,Conference,2018-05-17,17,5,2018,Thurs,0,Summer,3.82774125,0,33,6,5626.55,3,248,0,100000
1404,1,Conference,2018-05-18,18,5,2018,Fri,0,Summer,4.062769,0,34,8,5639.93,3,242,0,100000
437,1,Conference,2018-05-19,19,5,2018,Sat,1,Summer,4.1002115,0,0,1,5639.93,3,140,0,100000
152,1,Conference,2018-05-20,20,5,2018,Sun,1,Summer,4.09924,0,0,0,5639.93,3,31,0,100000
1609,1,Conference,2018-05-21,21,5,2018,Mon,0,Summer,4.05664475,0,404,0,5639.93,3,245,0,100000
1363,1,Conference,2018-05-22,22,5,2018,Tues,0,Summer,4.0537655,0,57,1,5631.02,3,249,0,100000
1678,1,Conference,2018-05-23,23,5,2018,Wed,0,Summer,4.027293,0,134,88,5615.94,3,249,0,100000
1429,1,Conference,2018-05-24,24,5,2018,Thurs,0,Summer,3.930638,0,9,4,5615.94,3,261,0,100000
1897,1,Conference,2018-05-25,25,5,2018,Fri,0,Summer,4.06123625,2,236,4,5631.41,3,403,0,100000
435,1,Conference,2018-05-26,26,5,2018,Sat,1,Summer,4.11033675,0,2,3,5639.93,3,143,0,100000
164,1,Conference,2018-05-27,27,5,2018,Sun,1,Summer,4.096647,0,0,0,5639.93,3,34,0,100000
933,1,Conference,2018-05-28,28,5,2018,Mon,0,Summer,4.0546245,0,3,2,5639.93,3,245,0,100000
1345,1,Conference,2018-05-29,29,5,2018,Tues,0,Summer,4.07325625,0,40,4,5660.62,3,328,0,100000
1271,1,Conference,2018-05-30,30,5,2018,Wed,0,Summer,4.074156,0,23,4,5645.7,3,242,0,100000
1458,1,Conference,2018-05-31,31,5,2018,Thurs,0,Summer,3.9618425,0,127,4,5687.93,3,248,0,100000
1376,1,Conference,2018-06-01,1,6,2018,Fri,0,Summer,4.084614,0,23,11,5701.7,3,409,0,58333
434,1,Conference,2018-06-02,2,6,2018,Sat,1,Summer,4.097221,0,13,2,5711.93,3,140,0,58333
286,1,Conference,2018-06-03,3,6,2018,Sun,1,Summer,4.0769905,0,29,2,5711.92,3,153,0,58333
1813,1,Conference,2018-06-04,4,6,2018,Mon,0,Summer,4.05031975,1,199,80,5742.4,3,246,0,58333
1837,1,Conference,2018-06-05,5,6,2018,Tues,0,Summer,4.06186175,0,301,11,5728.97,3,247,0,58333
1322,1,Conference,2018-06-06,6,6,2018,Wed,0,Summer,4.04400025,0,21,0,5687.93,3,245,0,58333
1524,1,Conference,2018-06-07,7,6,2018,Thurs,0,Summer,3.93796575,0,65,0,5517.58,3,383,0,58333
1379,1,Conference,2018-06-08,8,6,2018,Fri,0,Summer,4.070364,0,43,0,4919.94,3,329,0,58333
862,1,Conference,2018-06-09,9,6,2018,Sat,1,Summer,4.08805325,0,17,3,4929.78,3,466,0,58333
149,1,Conference,2018-06-10,10,6,2018,Sun,1,Summer,4.087254,0,0,0,4943.94,3,36,0,58333
1273,1,Conference,2018-06-11,11,6,2018,Mon,0,Summer,4.035925,0,177,1,4943.94,3,243,0,58333
1742,1,Conference,2018-06-12,12,6,2018,Tues,0,Summer,4.05845625,2,122,9,4943.75,3,508,0,58333
1567,1,Conference,2018-06-13,13,6,2018,Wed,0,Summer,4.0797035,0,168,0,4943.94,3,243,0,58333
1233,1,Conference,2018-06-14,14,6,2018,Thurs,0,Summer,3.91588225,1,15,0,4955.83,3,248,0,58333
1299,1,Conference,2018-06-15,15,6,2018,Fri,0,Summer,4.07603475,0,78,48,4948.96,3,244,0,58333
418,1,Conference,2018-06-16,16,6,2018,Sat,1,Summer,4.096767,0,7,1,4943.94,3,138,0,58333
142,1,Conference,2018-06-17,17,6,2018,Sun,1,Summer,4.069126,0,0,0,4943.94,3,29,0,58333
1068,1,Conference,2018-06-18,18,6,2018,Mon,0,Summer,4.013149,0,28,5,4943.94,3,259,0,58333
1298,1,Conference,2018-06-19,19,6,2018,Tues,0,Summer,4.00404225,0,5,11,4946.55,3,259,0,58333
1321,1,Conference,2018-06-20,20,6,2018,Wed,0,Summer,4.0026735,0,22,5,4943.94,3,259,0,58333
1420,1,Conference,2018-06-21,21,6,2018,Thurs,0,Summer,3.944745,0,45,0,4934.95,3,280,0,58333
1873,1,Conference,2018-06-22,22,6,2018,Fri,0,Summer,3.967196,0,43,17,5028.64,3,749,0,58333
548,1,Conference,2018-06-23,23,6,2018,Sat,1,Summer,4.09424675,0,2,0,5015.93,3,275,0,58333
142,1,Conference,2018-06-24,24,6,2018,Sun,1,Summer,4.07035,0,0,0,5015.94,3,29,0,58333
1644,1,Conference,2018-06-25,25,6,2018,Mon,0,Summer,4.05057075,0,3,1,4905.22,3,828,0,58333
2861,1,Conference,2018-06-26,26,6,2018,Tues,0,Summer,3.9522065,0,33,7,4845.47,3,1771,0,58333
1941,1,Conference,2018-06-27,27,6,2018,Wed,0,Summer,3.953949,1,54,4,4917.48,3,792,0,58333
1259,1,Conference,2018-06-28,28,6,2018,Thurs,0,Summer,3.9470685,0,4,0,4943.94,3,250,0,58333
1302,1,Conference,2018-06-29,29,6,2018,Fri,0,Summer,3.945542,0,19,0,4943.94,3,251,0,58333
418,1,Conference,2018-06-30,30,6,2018,Sat,1,Summer,3.94150175,0,0,0,4943.94,3,138,0,58333
658,1,Conference,2018-07-01,1,7,2018,Sun,1,Summer,3.907748,0,0,0,4887.58,3,545,0,58333
1238,1,Conference,2018-07-02,2,7,2018,Mon,0,Summer,3.84293625,0,8,0,4828.01,3,502,0,58333
3957,1,Conference,2018-07-03,3,7,2018,Tues,0,Summer,3.85343725,0,1712,0,8506.71,3,674,0,58333
2120,1,Conference,2018-07-04,4,7,2018,Wed,0,Summer,3.88235725,0,1,0,11231.87,3,352,0,58333
2108,1,Conference,2018-07-05,5,7,2018,Thurs,0,Summer,3.8855495,0,6,0,11232.69,3,347,0,58333
2192,1,Conference,2018-07-06,6,7,2018,Fri,0,Summer,3.86748075,0,21,1,11231.87,3,347,0,58333
721,1,Conference,2018-07-07,7,7,2018,Sat,1,Summer,4.1038345,0,11,2,11248.12,3,414,0,58333
408,1,Conference,2018-07-08,8,7,2018,Sun,1,Summer,4.081559,0,0,2,11241.06,3,264,0,58333
3219,1,Conference,2018-07-09,9,7,2018,Mon,0,Summer,3.954025,1,141,52,11377.13,3,1478,0,58333
2976,1,Conference,2018-07-10,10,7,2018,Tues,0,Summer,3.96711225,1,10,290,11532.81,3,786,0,58333
2566,1,Conference,2018-07-11,11,7,2018,Wed,0,Summer,3.96039025,1,44,0,11523.77,3,386,0,58333
3277,1,Conference,2018-07-12,12,7,2018,Thurs,0,Summer,3.93914775,3,156,0,11582.42,3,993,0,58333
2504,1,Conference,2018-07-13,13,7,2018,Fri,0,Summer,3.941808,11,42,16,11711.86,3,384,0,58333
604,1,Conference,2018-07-14,14,7,2018,Sat,1,Summer,4.06810675,4,9,0,11711.86,3,180,0,58333
214,1,Conference,2018-07-15,15,7,2018,Sun,1,Summer,4.07080425,0,0,72,11694.88,3,37,0,58333
2108,1,Conference,2018-07-16,16,7,2018,Mon,0,Summer,3.93759425,0,45,0,11687.86,3,382,0,58333
2742,1,Conference,2018-07-17,17,7,2018,Tues,0,Summer,3.97059675,1,33,0,11701.13,3,419,0,58333
2654,1,Conference,2018-07-18,18,7,2018,Wed,0,Summer,3.9311525,41,28,0,11691.89,3,399,0,58333
2265,1,Conference,2018-07-19,19,7,2018,Thurs,0,Summer,3.94900275,0,72,0,11688.75,3,384,0,58333
1648,1,Conference,2018-07-20,20,7,2018,Fri,0,Summer,3.95200075,0,18,0,11687.86,3,274,0,58333
573,1,Conference,2018-07-21,21,7,2018,Sat,1,Summer,4.07764975,0,50,0,11687.86,3,165,0,58333
701,1,Conference,2018-07-22,22,7,2018,Sun,1,Summer,4.07862125,0,5,0,11606.98,3,524,0,58333
1477,1,Conference,2018-07-23,23,7,2018,Mon,0,Summer,3.905529,0,18,0,11616.67,3,411,0,58333
2779,1,Conference,2018-07-24,24,7,2018,Tues,0,Summer,3.944787,30,436,2,10522.71,3,546,0,58333
2998,1,Conference,2018-07-25,25,7,2018,Wed,0,Summer,3.88501725,4,101,13,7812.37,4,892,0,58333
3438,1,Conference,2018-07-26,26,7,2018,Thurs,0,Summer,3.89001425,2,94,0,7691.74,4,1855,0,58333
1573,1,Conference,2018-07-27,27,7,2018,Fri,0,Summer,4.058419,0,31,0,7655.91,4,268,0,58333
386,1,Conference,2018-07-28,28,7,2018,Sat,1,Summer,4.085398,0,0,0,7655.91,2,137,0,58333
117,1,Conference,2018-07-29,29,7,2018,Sun,1,Summer,4.082152,0,0,0,7655.91,2,28,0,58333
1239,1,Conference,2018-07-30,30,7,2018,Mon,0,Summer,4.0646815,0,32,0,7656.78,4,269,0,58333
1609,1,Conference,2018-07-31,31,7,2018,Tues,0,Summer,4.065145,0,10,0,7655.91,4,277,0,58333
2290,1,Conference,2018-08-01,1,8,2018,Wed,0,Autumn,3.93683225,0,58,4,7184.69,4,1047,0,58333
1868,1,Conference,2018-08-02,2,8,2018,Thurs,0,Autumn,3.907343,0,84,5,6020.33,3,647,0,58333
1570,1,Conference,2018-08-03,3,8,2018,Fri,0,Autumn,3.87916125,0,41,2,6031.73,3,351,0,58333
488,1,Conference,2018-08-04,4,8,2018,Sat,1,Autumn,4.06369125,0,0,0,6023.93,3,151,0,58333
348,1,Conference,2018-08-05,5,8,2018,Sun,1,Autumn,4.08102875,0,25,0,6010.62,3,151,0,58333
1119,1,Conference,2018-08-06,6,8,2018,Mon,0,Autumn,3.880091,0,66,6,5928.18,3,251,0,58333
1869,1,Conference,2018-08-07,7,8,2018,Tues,0,Autumn,3.9105825,0,8,0,5883.6,3,730,0,58333
1682,1,Conference,2018-08-08,8,8,2018,Wed,0,Autumn,3.89535075,0,24,0,5859.3,3,519,0,58333
2366,1,Conference,2018-08-09,9,8,2018,Thurs,0,Autumn,3.91068125,1,10,0,5868.49,3,1346,0,58333
1668,1,Conference,2018-08-10,10,8,2018,Fri,0,Autumn,3.9233865,0,6,0,5859.95,3,639,0,58333
1208,1,Conference,2018-08-11,11,8,2018,Sat,1,Autumn,4.08249675,0,37,14,5855.93,3,138,0,58333
1626,1,Conference,2018-08-12,12,8,2018,Sun,1,Autumn,3.989521,1,168,8,5865.7,3,470,0,58333
1130,1,Conference,2018-08-13,13,8,2018,Mon,0,Autumn,3.8939265,0,68,7,5874.55,3,263,0,58333
1154,1,Conference,2018-08-14,14,8,2018,Tues,0,Autumn,3.91640775,0,3,0,5855.93,3,239,0,58333
1278,1,Conference,2018-08-15,15,8,2018,Wed,0,Autumn,3.91512425,0,26,0,5853.53,3,244,0,58333
1693,1,Conference,2018-08-16,16,8,2018,Thurs,0,Autumn,3.79692575,0,60,0,5807.93,3,239,0,58333
1265,1,Conference,2018-08-17,17,8,2018,Fri,0,Autumn,3.9130505,0,39,1,5791.61,3,244,0,58333
411,1,Conference,2018-08-18,18,8,2018,Sat,1,Autumn,4.06749325,0,0,1,5735.93,3,138,0,58333
142,1,Conference,2018-08-19,19,8,2018,Sun,1,Autumn,4.074234,0,0,0,5735.93,3,29,0,58333
909,1,Conference,2018-08-20,20,8,2018,Mon,0,Autumn,3.8999875,0,1,0,5735.93,3,239,0,58333
1206,1,Conference,2018-08-21,21,8,2018,Tues,0,Autumn,3.86414575,0,4,24,5735.93,3,258,0,58333
1807,1,Conference,2018-08-22,22,8,2018,Wed,0,Autumn,3.9026655,0,28,2,5762.74,3,735,0,58333
1653,1,Conference,2018-08-23,23,8,2018,Thurs,0,Autumn,3.8857855,1,77,0,5778.6,3,386,0,58333
