volume_tests,company_id,company_type,time,date,month,year,day,is_weekend,season,avg_pesq_score,quality_too_poor,number_busy,temporarily_unable_test,outage_hrs,number_test_types,numbers_tested,followup_tests,min_commit
2196,130,Conference,2019-04-08,8,4,2019,Mon,0,Spring,3.676358,1,0,0,96,1,188,0,nan
2140,130,Conference,2019-04-09,9,4,2019,Tues,0,Spring,3.652334,0,1,0,99.75,1,183,0,nan
2141,130,Conference,2019-04-10,10,4,2019,Wed,0,Spring,3.641128,1,6,4,104.57,2,184,0,nan
2143,130,Conference,2019-04-11,11,4,2019,Thurs,0,Spring,3.656749,2,0,0,96,2,184,0,nan
2146,130,Conference,2019-04-12,12,4,2019,Fri,0,Spring,3.672907,0,3,0,96,1,183,0,nan
508,130,Conference,2019-04-13,13,4,2019,Sat,1,Spring,3.724447,0,0,0,96,1,188,0,nan
564,130,Conference,2019-04-14,14,4,2019,Sun,1,Spring,3.75774,0,1,0,96,1,188,0,nan
2202,130,Conference,2019-04-15,15,4,2019,Mon,0,Spring,3.634781,1,0,0,96,1,188,0,nan
2145,130,Conference,2019-04-16,16,4,2019,Tues,0,Spring,3.597086,2,0,0,96,1,183,0,nan
2146,130,Conference,2019-04-17,17,4,2019,Wed,0,Spring,3.609655,0,0,0,96,1,183,0,nan
2313,130,Conference,2019-04-18,18,4,2019,Thurs,0,Spring,3.677806,1,0,1,96,1,183,0,nan
2146,130,Conference,2019-04-19,19,4,2019,Fri,0,Spring,3.689645,0,0,3,96,1,183,0,nan
508,130,Conference,2019-04-20,20,4,2019,Sat,1,Spring,3.77,0,0,5,96,1,188,0,nan
564,130,Conference,2019-04-21,21,4,2019,Sun,1,Spring,3.757402,0,0,0,96,1,188,0,nan
2202,130,Conference,2019-04-22,22,4,2019,Mon,0,Spring,3.695764,0,0,0,96,1,188,0,nan
2146,130,Conference,2019-04-23,23,4,2019,Tues,0,Spring,3.689967,0,0,0,96,1,183,0,nan
2156,130,Conference,2019-04-24,24,4,2019,Wed,0,Spring,3.686977,0,0,15,96,1,188,0,nan
2181,130,Conference,2019-04-25,25,4,2019,Thurs,0,Spring,3.710795,0,0,3,96,1,188,0,nan
2194,130,Conference,2019-04-26,26,4,2019,Fri,0,Spring,3.683276,0,8,0,96,1,188,0,nan
608,130,Conference,2019-04-27,27,4,2019,Sat,1,Spring,3.762544,0,0,0,96,1,239,0,nan
715,130,Conference,2019-04-28,28,4,2019,Sun,1,Spring,3.75182,0,0,0,96,1,239,0,nan
2299,130,Conference,2019-04-29,29,4,2019,Mon,0,Spring,3.683621,0,0,6,96,2,245,0,nan
2166,130,Conference,2019-04-30,30,4,2019,Tues,0,Spring,3.707483,1,0,2,96,1,188,0,nan
2176,130,Conference,2019-05-01,1,5,2019,Wed,0,Summer,3.719605,0,0,0,96,1,188,0,nan
2396,130,Conference,2019-05-02,2,5,2019,Thurs,0,Summer,3.701584,4,2,5,96,1,241,0,nan
2418,130,Conference,2019-05-03,3,5,2019,Fri,0,Summer,3.726569,4,0,107,96,1,241,0,nan
614,130,Conference,2019-05-04,4,5,2019,Sat,1,Summer,3.808039,0,0,0,96,1,241,0,nan
727,130,Conference,2019-05-05,5,5,2019,Sun,1,Summer,3.801181,0,4,0,96,1,241,0,nan
2605,130,Conference,2019-05-06,6,5,2019,Mon,0,Summer,3.737605,0,2,1,96,1,241,0,nan
2611,130,Conference,2019-05-07,7,5,2019,Tues,0,Summer,3.744351,0,2,0,96,1,241,0,nan
2492,130,Conference,2019-05-08,8,5,2019,Wed,0,Summer,3.74193,0,0,3,96,1,241,0,nan
2520,130,Conference,2019-05-09,9,5,2019,Thurs,0,Summer,3.737839,0,19,0,96,2,243,0,nan
2502,130,Conference,2019-05-10,10,5,2019,Fri,0,Summer,3.764998,0,2,4,96,1,242,0,nan
614,130,Conference,2019-05-11,11,5,2019,Sat,1,Summer,3.795944,0,0,1,96,1,241,0,nan
723,130,Conference,2019-05-12,12,5,2019,Sun,1,Summer,3.806495,0,0,0,96,1,241,0,nan
2603,130,Conference,2019-05-13,13,5,2019,Mon,0,Summer,3.728842,12,0,0,96,1,241,0,nan
2500,130,Conference,2019-05-14,14,5,2019,Tues,0,Summer,3.727911,0,0,0,96,1,241,0,nan
2496,130,Conference,2019-05-15,15,5,2019,Wed,0,Summer,3.733732,1,0,0,96,1,241,0,nan
2494,130,Conference,2019-05-16,16,5,2019,Thurs,0,Summer,3.745626,0,0,0,96,1,241,0,nan
2494,130,Conference,2019-05-17,17,5,2019,Fri,0,Summer,3.742916,0,0,8,96,1,241,0,nan
614,130,Conference,2019-05-18,18,5,2019,Sat,1,Summer,3.827805,1,0,0,96,1,241,0,nan
723,130,Conference,2019-05-19,19,5,2019,Sun,1,Summer,3.794902,0,0,0,96,1,241,0,nan
2618,130,Conference,2019-05-20,20,5,2019,Mon,0,Summer,3.755664,0,0,0,96,1,243,0,nan
2502,130,Conference,2019-05-21,21,5,2019,Tues,0,Summer,3.729117,7,0,0,96,1,242,0,nan
2495,130,Conference,2019-05-22,22,5,2019,Wed,0,Summer,3.718031,0,0,0,96,1,242,0,nan
2487,130,Conference,2019-05-23,23,5,2019,Thurs,0,Summer,3.749794,0,0,0,96,1,242,0,nan
2496,130,Conference,2019-05-24,24,5,2019,Fri,0,Summer,3.721623,0,0,0,96,1,242,0,nan
624,130,Conference,2019-05-25,25,5,2019,Sat,1,Summer,3.793304,1,0,44,96,1,243,0,nan
729,130,Conference,2019-05-26,26,5,2019,Sun,1,Summer,3.786755,0,0,0,96,1,243,0,nan
2611,130,Conference,2019-05-27,27,5,2019,Mon,0,Summer,3.731126,2,0,0,96,1,244,0,nan
2508,130,Conference,2019-05-28,28,5,2019,Tues,0,Summer,3.731797,2,2,0,96,1,243,0,nan
2525,130,Conference,2019-05-29,29,5,2019,Wed,0,Summer,3.746169,0,15,0,146.23,2,249,27,nan
2503,130,Conference,2019-05-30,30,5,2019,Thurs,0,Summer,3.734928,0,6,0,144,2,243,6,nan
2509,130,Conference,2019-05-31,31,5,2019,Fri,0,Summer,3.734167,0,8,0,144,2,244,12,nan
612,130,Conference,2019-06-01,1,6,2019,Sat,1,Summer,3.786863,0,0,0,144,1,240,0,nan
723,130,Conference,2019-06-02,2,6,2019,Sun,1,Summer,3.782114,0,3,0,167.43,2,241,3,nan
2588,130,Conference,2019-06-03,3,6,2019,Mon,0,Summer,3.716863,0,0,14,168,2,242,6,nan
2461,130,Conference,2019-06-04,4,6,2019,Tues,0,Summer,3.730647,0,0,30,168,2,237,3,nan
2458,130,Conference,2019-06-05,5,6,2019,Wed,0,Summer,3.71959,0,0,16,168,1,236,0,nan
2479,130,Conference,2019-06-06,6,6,2019,Thurs,0,Summer,3.70364,0,0,0,168,2,241,3,nan
2494,130,Conference,2019-06-07,7,6,2019,Fri,0,Summer,3.734551,0,1,0,179.71,2,242,6,nan
612,130,Conference,2019-06-08,8,6,2019,Sat,1,Summer,3.748642,0,0,0,192,1,240,0,nan
720,130,Conference,2019-06-09,9,6,2019,Sun,1,Summer,3.776271,0,0,0,192,1,240,0,nan
2617,130,Conference,2019-06-10,10,6,2019,Mon,0,Summer,3.736686,0,11,0,274.19,2,245,21,nan
2503,130,Conference,2019-06-11,11,6,2019,Tues,0,Summer,3.729807,0,7,0,309.86,2,247,12,nan
2494,130,Conference,2019-06-12,12,6,2019,Wed,0,Summer,3.74239,1,4,0,339.46,2,242,6,nan
2524,130,Conference,2019-06-13,13,6,2019,Thurs,0,Summer,3.742329,1,24,0,388.79,2,244,36,nan
2507,130,Conference,2019-06-14,14,6,2019,Fri,0,Summer,3.720706,0,9,0,376.08,2,247,18,nan
629,130,Conference,2019-06-15,15,6,2019,Sat,1,Summer,3.776645,0,6,11,408,2,245,9,nan
738,130,Conference,2019-06-16,16,6,2019,Sun,1,Summer,3.778497,0,6,0,408,2,245,9,nan
2639,130,Conference,2019-06-17,17,6,2019,Mon,0,Summer,3.69894,0,8,0,415.42,2,253,15,nan
2588,130,Conference,2019-06-18,18,6,2019,Tues,0,Summer,3.686746,2,5,0,487.12,2,252,12,nan
2603,130,Conference,2019-06-19,19,6,2019,Wed,0,Summer,3.725432,0,10,0,513.09,2,255,18,nan
2614,130,Conference,2019-06-20,20,6,2019,Thurs,0,Summer,3.787127,1,24,2,575.99,2,250,36,nan
2710,130,Conference,2019-06-21,21,6,2019,Fri,0,Summer,3.766073,6,68,7,670.81,2,260,84,nan
744,130,Conference,2019-06-22,22,6,2019,Sat,1,Summer,3.789576,1,16,2,695.99,2,253,18,nan
896,130,Conference,2019-06-23,23,6,2019,Sun,1,Summer,3.83739,0,17,5,680.74,2,253,18,nan
2789,130,Conference,2019-06-24,24,6,2019,Mon,0,Summer,3.758346,0,57,8,704.68,2,267,69,nan
2711,130,Conference,2019-06-25,25,6,2019,Tues,0,Summer,3.783691,0,14,6,767.99,2,264,21,nan
2702,130,Conference,2019-06-26,26,6,2019,Wed,0,Summer,3.775965,2,0,0,767.99,1,260,0,nan
2660,130,Conference,2019-06-27,27,6,2019,Thurs,0,Summer,3.788784,0,2,8,761.6,2,260,6,nan
2665,130,Conference,2019-06-28,28,6,2019,Fri,0,Summer,3.796436,0,0,28,743.99,1,261,0,nan
709,130,Conference,2019-06-29,29,6,2019,Sat,1,Summer,3.796037,0,0,0,743.99,2,259,3,nan
812,130,Conference,2019-06-30,30,6,2019,Sun,1,Summer,3.80842,0,0,0,743.99,1,258,0,nan
2831,130,Conference,2019-07-01,1,7,2019,Mon,0,Summer,3.770269,0,0,0,743.99,1,263,0,45598
2703,130,Conference,2019-07-02,2,7,2019,Tues,0,Summer,3.786445,2,0,0,743.99,1,263,0,45598
2669,130,Conference,2019-07-03,3,7,2019,Wed,0,Summer,3.767195,1,2,21,747.69,2,261,6,45598
2665,130,Conference,2019-07-04,4,7,2019,Thurs,0,Summer,3.76955,1,0,16,767.99,1,259,0,45598
2665,130,Conference,2019-07-05,5,7,2019,Fri,0,Summer,3.79252,0,0,0,767.99,1,260,0,45598
706,130,Conference,2019-07-06,6,7,2019,Sat,1,Summer,3.79264,2,0,6,767.99,1,258,0,45598
812,130,Conference,2019-07-07,7,7,2019,Sun,1,Summer,3.811677,1,0,0,767.99,1,258,0,45598
2776,130,Conference,2019-07-08,8,7,2019,Mon,0,Summer,3.79886,1,3,0,767.99,2,260,6,45598
2683,130,Conference,2019-07-09,9,7,2019,Tues,0,Summer,3.783681,3,29,73,885.11,2,268,33,45598
2689,130,Conference,2019-07-10,10,7,2019,Wed,0,Summer,3.762019,6,11,2,899.63,2,265,21,45598
2715,130,Conference,2019-07-11,11,7,2019,Thurs,0,Summer,3.771394,5,4,6,899.25,2,268,12,45598
2683,130,Conference,2019-07-12,12,7,2019,Fri,0,Summer,3.779711,1,3,12,926.97,2,265,3,45598
720,130,Conference,2019-07-13,13,7,2019,Sat,1,Summer,3.755156,0,12,0,935.99,2,263,12,45598
807,130,Conference,2019-07-14,14,7,2019,Sun,1,Summer,3.790546,0,0,0,935.99,1,259,0,45598
2775,130,Conference,2019-07-15,15,7,2019,Mon,0,Summer,3.769014,0,0,0,935.99,1,259,0,45598
2699,130,Conference,2019-07-16,16,7,2019,Tues,0,Summer,3.760861,5,14,0,962.87,2,272,24,45598
2772,130,Conference,2019-07-17,17,7,2019,Wed,0,Summer,3.759259,1,58,2,989.11,2,272,81,45598
2728,130,Conference,2019-07-18,18,7,2019,Thurs,0,Summer,3.778208,2,27,0,986.15,2,271,39,45598
2725,130,Conference,2019-07-19,19,7,2019,Fri,0,Summer,3.798867,1,31,0,1063.4,2,269,33,45598
718,130,Conference,2019-07-20,20,7,2019,Sat,1,Summer,3.814156,0,0,0,1079.99,1,263,0,45598
827,130,Conference,2019-07-21,21,7,2019,Sun,1,Summer,3.812255,1,0,0,1079.99,1,263,0,45598
3231,130,Conference,2019-07-22,22,7,2019,Mon,0,Summer,3.787829,4,0,0,1079.99,1,268,0,45598
3175,130,Conference,2019-07-23,23,7,2019,Tues,0,Summer,3.771117,0,2,0,1079.99,2,269,3,45598
3172,130,Conference,2019-07-24,24,7,2019,Wed,0,Summer,3.769554,0,0,0,1079.99,1,268,0,45598
3726,130,Conference,2019-07-25,25,7,2019,Thurs,0,Summer,3.779015,1,15,0,1085.47,2,293,15,45598
3182,130,Conference,2019-07-26,26,7,2019,Fri,0,Summer,3.813222,2,18,0,1107.52,2,293,18,45598
726,130,Conference,2019-07-27,27,7,2019,Sat,1,Summer,3.839727,0,14,0,1127.99,2,290,12,45598
894,130,Conference,2019-07-28,28,7,2019,Sun,1,Summer,3.836407,0,36,0,1127.99,2,290,54,45598
3330,130,Conference,2019-07-29,29,7,2019,Mon,0,Summer,3.805087,1,98,6,1128,2,286,105,45598
3089,130,Conference,2019-07-30,30,7,2019,Tues,0,Summer,3.806991,0,12,0,1127.99,2,284,12,45598
3283,130,Conference,2019-07-31,31,7,2019,Wed,0,Summer,3.810838,1,4,0,1127.99,2,330,3,45598
3278,130,Conference,2019-08-01,1,8,2019,Thurs,0,Autumn,3.802428,5,63,0,1127.99,2,330,63,nan
3555,130,Conference,2019-08-02,2,8,2019,Fri,0,Autumn,3.793423,4,57,20,1160.04,2,339,66,nan
824,130,Conference,2019-08-03,3,8,2019,Sat,1,Autumn,3.831284,2,0,12,1199.99,1,332,0,nan
996,130,Conference,2019-08-04,4,8,2019,Sun,1,Autumn,3.822788,3,0,0,1199.99,1,332,0,nan
3993,130,Conference,2019-08-05,5,8,2019,Mon,0,Autumn,3.778731,4,1,3,1199.99,2,340,9,nan
3854,130,Conference,2019-08-06,6,8,2019,Tues,0,Autumn,3.78928,5,0,0,1199.99,1,335,0,nan
3911,130,Conference,2019-08-07,7,8,2019,Wed,0,Autumn,3.796078,0,38,2,1188.28,2,340,42,nan
3883,130,Conference,2019-08-08,8,8,2019,Thurs,0,Autumn,3.783458,3,25,0,1199.99,2,339,27,nan
3868,130,Conference,2019-08-09,9,8,2019,Fri,0,Autumn,3.778117,2,6,0,1205.48,2,335,9,nan
879,130,Conference,2019-08-10,10,8,2019,Sat,1,Autumn,3.815425,0,0,0,1223.99,1,337,0,nan
1331,130,Conference,2019-08-11,11,8,2019,Sun,1,Autumn,3.790671,2,0,0,1223.99,1,337,0,nan
4008,130,Conference,2019-08-12,12,8,2019,Mon,0,Autumn,3.799713,5,0,1,1223.99,1,337,0,nan
3893,130,Conference,2019-08-13,13,8,2019,Tues,0,Autumn,3.795922,2,39,0,1239.53,2,336,44,nan
3881,130,Conference,2019-08-14,14,8,2019,Wed,0,Autumn,3.792755,0,6,0,1296.73,2,345,7,nan
3786,130,Conference,2019-08-15,15,8,2019,Thurs,0,Autumn,3.78634,1,84,0,1319.98,2,343,84,nan
3403,130,Conference,2019-08-16,16,8,2019,Fri,0,Autumn,3.792086,0,27,0,1337.83,2,346,21,nan
852,130,Conference,2019-08-17,17,8,2019,Sat,1,Autumn,3.810806,1,15,0,1391.98,2,343,12,nan
1016,130,Conference,2019-08-18,18,8,2019,Sun,1,Autumn,3.808953,0,4,0,1391.98,2,342,0,nan
3533,130,Conference,2019-08-19,19,8,2019,Mon,0,Autumn,3.773591,6,21,0,1391.98,2,363,27,nan
3334,130,Conference,2019-08-20,20,8,2019,Tues,0,Autumn,3.782493,4,4,0,1391.98,2,343,6,nan
3299,130,Conference,2019-08-21,21,8,2019,Wed,0,Autumn,3.788155,0,3,0,1408.42,2,343,3,nan
3575,130,Conference,2019-08-22,22,8,2019,Thurs,0,Autumn,3.788146,0,0,0,1415.98,1,349,0,nan
3589,130,Conference,2019-08-23,23,8,2019,Fri,0,Autumn,3.788359,0,10,0,1437.95,2,354,21,nan
1094,130,Conference,2019-08-24,24,8,2019,Sat,1,Autumn,3.761114,0,0,0,1463.98,1,350,0,nan
1282,130,Conference,2019-08-25,25,8,2019,Sun,1,Autumn,3.767225,1,0,0,1463.98,1,350,0,nan
3747,130,Conference,2019-08-26,26,8,2019,Mon,0,Autumn,3.788317,0,1,0,1463.98,2,351,3,nan
3571,130,Conference,2019-08-27,27,8,2019,Tues,0,Autumn,3.772489,0,3,2,1463.98,2,348,3,nan
3580,130,Conference,2019-08-28,28,8,2019,Wed,0,Autumn,3.766897,3,12,0,1460.86,2,350,18,nan
3669,130,Conference,2019-08-29,29,8,2019,Thurs,0,Autumn,3.774651,5,5,0,1447.15,2,349,6,nan
3697,130,Conference,2019-08-30,30,8,2019,Fri,0,Autumn,3.766554,2,7,1,1463.98,2,351,12,nan
1232,130,Conference,2019-08-31,31,8,2019,Sat,1,Autumn,3.75367,4,0,0,1463.98,1,350,0,nan
1399,130,Conference,2019-09-01,1,9,2019,Sun,1,Autumn,3.755585,1,0,28,1463.98,1,350,0,nan
3869,130,Conference,2019-09-02,2,9,2019,Mon,0,Autumn,3.794715,34,0,66,1463.98,2,352,3,nan
3691,130,Conference,2019-09-03,3,9,2019,Tues,0,Autumn,3.77969,1,6,0,1463.98,2,349,9,nan
3461,130,Conference,2019-09-04,4,9,2019,Wed,0,Autumn,3.776783,2,0,0,1463.98,2,348,3,nan
3457,130,Conference,2019-09-05,5,9,2019,Thurs,0,Autumn,3.770521,17,5,37,1464,2,350,9,nan
3449,130,Conference,2019-09-06,6,9,2019,Fri,0,Autumn,3.784871,3,6,0,1463.98,2,348,6,nan
994,130,Conference,2019-09-07,7,9,2019,Sat,1,Autumn,3.785325,3,0,0,1463.98,1,350,0,nan
1172,130,Conference,2019-09-08,8,9,2019,Sun,1,Autumn,3.786577,0,2,0,1464.02,2,354,12,nan
3625,130,Conference,2019-09-09,9,9,2019,Mon,0,Autumn,3.773792,16,1,0,1463.98,2,351,3,nan
3439,130,Conference,2019-09-10,10,9,2019,Tues,0,Autumn,3.78157,8,4,20,1486.66,2,349,6,nan
3460,130,Conference,2019-09-11,11,9,2019,Wed,0,Autumn,3.783394,4,12,12,1487.98,2,349,12,nan
3452,130,Conference,2019-09-12,12,9,2019,Thurs,0,Autumn,3.804143,0,5,0,1487.98,2,350,9,nan
3471,130,Conference,2019-09-13,13,9,2019,Fri,0,Autumn,3.810618,4,18,0,1487.98,2,355,24,nan
994,130,Conference,2019-09-14,14,9,2019,Sat,1,Autumn,3.822038,0,0,0,1487.98,1,350,0,nan
1165,130,Conference,2019-09-15,15,9,2019,Sun,1,Autumn,3.829032,3,0,0,1487.98,1,350,0,nan
2899,130,Conference,2019-09-16,16,9,2019,Mon,0,Autumn,3.810686,0,18,0,1536.77,2,358,24,nan
2698,130,Conference,2019-09-17,17,9,2019,Tues,0,Autumn,3.812362,0,8,0,1559.98,2,352,18,nan
2712,130,Conference,2019-09-18,18,9,2019,Wed,0,Autumn,3.800927,2,10,0,1559.98,2,350,9,nan
2684,130,Conference,2019-09-19,19,9,2019,Thurs,0,Autumn,3.810788,3,0,0,1559.98,2,348,6,nan
2587,130,Conference,2019-09-20,20,9,2019,Fri,0,Autumn,3.814689,3,4,0,1559.98,2,345,6,nan
872,130,Conference,2019-09-21,21,9,2019,Sat,1,Autumn,3.849049,0,6,0,1559.98,2,347,6,nan
1038,130,Conference,2019-09-22,22,9,2019,Sun,1,Autumn,3.845868,2,0,2,1559.98,1,346,0,nan
2767,130,Conference,2019-09-23,23,9,2019,Mon,0,Autumn,3.824839,1,8,9,1559.98,2,350,15,nan
2618,130,Conference,2019-09-24,24,9,2019,Tues,0,Autumn,3.819572,1,1,39,1559.98,2,348,3,nan
2819,130,Conference,2019-09-25,25,9,2019,Wed,0,Autumn,3.80189,0,0,3,1559.98,1,338,0,nan
2606,130,Conference,2019-09-26,26,9,2019,Thurs,0,Autumn,3.81363,4,1,5,1559.98,2,341,6,nan
2738,130,Conference,2019-09-27,27,9,2019,Fri,0,Autumn,3.814528,4,33,0,1580.04,2,345,36,nan
842,130,Conference,2019-09-28,28,9,2019,Sat,1,Autumn,3.845891,0,0,0,1631.98,1,336,0,nan
1023,130,Conference,2019-09-29,29,9,2019,Sun,1,Autumn,3.837632,0,0,0,1631.98,1,341,0,nan
2924,130,Conference,2019-09-30,30,9,2019,Mon,0,Autumn,3.808331,1,1,0,1631.98,2,342,3,nan
2724,130,Conference,2019-10-01,1,10,2019,Tues,0,Autumn,3.816517,5,9,4,1650.7,2,341,12,nan
2740,130,Conference,2019-10-02,2,10,2019,Wed,0,Autumn,3.80794,0,0,9,1655.98,2,339,3,nan
2732,130,Conference,2019-10-03,3,10,2019,Thurs,0,Autumn,3.809393,0,0,7,1655.98,1,338,0,nan
2708,130,Conference,2019-10-04,4,10,2019,Fri,0,Autumn,3.813213,0,2,0,1655.98,2,339,3,nan
842,130,Conference,2019-10-05,5,10,2019,Sat,1,Autumn,3.841246,1,0,0,1655.98,1,336,0,nan
1028,130,Conference,2019-10-06,6,10,2019,Sun,1,Autumn,3.848997,0,0,0,1655.98,1,341,0,nan
2911,130,Conference,2019-10-07,7,10,2019,Mon,0,Autumn,3.815112,22,3,0,1655.98,2,343,6,nan
2739,130,Conference,2019-10-08,8,10,2019,Tues,0,Autumn,3.801387,19,0,0,1655.98,1,338,0,nan
2784,130,Conference,2019-10-09,9,10,2019,Wed,0,Autumn,3.795822,9,0,0,1655.98,1,338,0,nan
2738,130,Conference,2019-10-10,10,10,2019,Thurs,0,Autumn,3.784533,3,1,0,1655.98,2,339,3,nan
2708,130,Conference,2019-10-11,11,10,2019,Fri,0,Autumn,3.792098,5,1,0,1655.98,2,340,6,nan
852,130,Conference,2019-10-12,12,10,2019,Sat,1,Autumn,3.810517,0,10,0,1655.98,2,337,6,nan
1023,130,Conference,2019-10-13,13,10,2019,Sun,1,Autumn,3.837712,0,0,0,1655.98,1,341,0,nan
2888,130,Conference,2019-10-14,14,10,2019,Mon,0,Autumn,3.792014,4,0,6,1655.98,1,341,0,nan
2756,130,Conference,2019-10-15,15,10,2019,Tues,0,Autumn,3.786225,10,20,8,1700.97,2,342,21,nan
2726,130,Conference,2019-10-16,16,10,2019,Wed,0,Autumn,3.781726,15,9,34,1751.98,2,342,12,nan
2646,130,Conference,2019-10-17,17,10,2019,Thurs,0,Autumn,3.79222,5,7,0,1761.21,2,335,9,nan
2636,130,Conference,2019-10-18,18,10,2019,Fri,0,Autumn,3.787974,5,30,8,1775.98,2,327,27,nan
802,130,Conference,2019-10-19,19,10,2019,Sat,1,Autumn,3.827859,0,0,0,1775.98,1,318,0,nan
972,130,Conference,2019-10-20,20,10,2019,Sun,1,Autumn,3.839841,0,2,0,1777.44,2,324,3,nan
2823,130,Conference,2019-10-21,21,10,2019,Mon,0,Autumn,3.815313,0,47,8,1845.95,2,327,45,nan
2405,130,Conference,2019-10-22,22,10,2019,Tues,0,Autumn,3.821706,2,35,16,1895.98,2,318,27,nan
2310,130,Conference,2019-10-23,23,10,2019,Wed,0,Autumn,3.833784,2,6,0,1895.98,1,273,0,nan
2300,130,Conference,2019-10-24,24,10,2019,Thurs,0,Autumn,3.830929,1,0,0,1895.98,2,274,3,nan
2293,130,Conference,2019-10-25,25,10,2019,Fri,0,Autumn,3.832672,0,0,0,1895.98,1,282,0,nan
700,130,Conference,2019-10-26,26,10,2019,Sat,1,Autumn,3.882,0,0,0,1895.98,1,274,0,nan
829,130,Conference,2019-10-27,27,10,2019,Sun,1,Autumn,3.865683,0,0,0,1895.98,1,279,0,nan
2459,130,Conference,2019-10-28,28,10,2019,Mon,0,Autumn,3.836879,0,11,0,1903.56,2,284,15,nan
2324,130,Conference,2019-10-29,29,10,2019,Tues,0,Autumn,3.828397,0,0,0,1919.98,1,277,0,nan
2319,130,Conference,2019-10-30,30,10,2019,Wed,0,Autumn,3.830327,0,5,19,1919.98,2,278,3,nan
2356,130,Conference,2019-10-31,31,10,2019,Thurs,0,Autumn,3.828938,3,18,7,1931.36,2,282,12,nan
2275,130,Conference,2019-11-01,1,11,2019,Fri,0,Winter,3.842424,0,0,3,1943.98,1,286,0,nan
